日期,日期區間(若為推算合併值),資料狀態,廠商,SKU,商品名稱,售價,銷售數量,退回數量,淨銷售數量,售額總計
2026-07-10,,每日明細,楊竹科技,YZ0008,好想兔我全都要 - 悠遊卡,300.0,1.0,0,1.0,300.0
2026-07-10,,每日明細,楊竹科技,YZ0012,好想兔全黑 - 悠遊卡,390.0,1.0,0,1.0,390.0
2026-07-10,,每日明細,楊竹科技,YZ0015,好想兔閃卡 - 悠遊卡,390.0,1.0,0,1.0,390.0
2026-07-10,,每日明細,楊竹科技,YZ0028,好想兔磁吸燈箱(共6款),180.0,19.0,0,19.0,3414.0
2026-07-10,,每日明細,楊竹科技,YZ0029,好想兔三角燈箱(共6款),220.0,1.0,0,1.0,220.0
2026-07-10,,每日明細,楊竹科技,YZ0030,好想兔置物櫃套組 - 粉,690.0,1.0,0,1.0,690.0
2026-07-12,,每日明細,補完計畫,1000842-180,寬版T恤-佛系賺錢_好想兔（深灰） - L,890.0,1.0,0,1.0,890.0
2026-07-12,,每日明細,補完計畫,1000843-83,帆布袋-不是在賺錢就是在賺錢的路上_好想兔,550.0,1.0,0,1.0,550.0
2026-07-12,,每日明細,屋極國際,20230630002,好想兔-造型置物面紙套,599.0,1.0,0,1.0,599.0
2026-07-12,,每日明細,屋極國際,20240808208,好想兔-15公分吊飾,250.0,3.0,0,3.0,750.0
2026-07-12,,每日明細,金獎樂園,20251202003A,壓克力吊飾(共8款),100.0,1.0,0,1.0,100.0
2026-07-12,,每日明細,金獎樂園,20251202004A,壓克力冰箱貼(共8款),100.0,8.0,0,8.0,800.0
2026-07-12,,每日明細,謙謙創藝,2025136,一番賞抽獎,300.0,1.0,0,1.0,300.0
2026-07-12,,每日明細,謙謙創藝,2025137,特展扭蛋機抽獎,200.0,2.0,0,2.0,400.0
2026-07-12,,每日明細,阿拉丁,20260118001,阿拉丁商品 - 好想兔十週年-印章,100.0,5.0,0,5.0,500.0
2026-07-12,,每日明細,阿拉丁,20260118002,阿拉丁商品 - 社畜人生-拼圖,100.0,5.0,0,5.0,500.0
2026-07-12,,每日明細,阿拉丁,20260118003,阿拉丁商品 - 好想兔十周年拍貼機,100.0,27.0,0,27.0,2700.0
2026-07-12,,每日明細,阿拉丁,20260118005,阿拉丁商品 - 社畜人生-鑰匙圈,80.0,2.0,0,2.0,160.0
2026-07-12,,每日明細,金獎樂園,2026013100023,兒童書包 - (灰色款),299.0,2.0,0,2.0,598.0
2026-07-12,,每日明細,謙謙創藝,4256525610001,好想兔的社畜人生-Ｌ型雙層資料夾(1包2入),69.0,3.0,0,3.0,207.0
2026-07-12,,每日明細,謙謙創藝,4256525610004,為了生活-好想兔水洗牛皮提袋,290.0,1.0,0,1.0,290.0
2026-07-12,,每日明細,謙謙創藝,4256525610007,薪水入袋款-好想兔壓克力手機架,120.0,1.0,0,1.0,120.0
2026-07-12,,每日明細,謙謙創藝,4256525610016,好想兔造型中筒襪-好想吃雞排款,190.0,1.0,0,1.0,190.0
2026-07-12,,每日明細,謙謙創藝,4256525610017,好想兔造型中筒襪-好想喝珍奶款,190.0,4.0,0,4.0,760.0
2026-07-12,,每日明細,謙謙創藝,4256525610022,好想兔3D場景貼紙組-社畜心理診所,49.0,1.0,0,1.0,49.0
2026-07-12,,每日明細,謙謙創藝,4256525610023,好想兔3D場景貼紙組-八卦熱炒店,49.0,1.0,0,1.0,49.0
2026-07-12,,每日明細,謙謙創藝,4256525610027,能屈能伸-好想兔磁吸彎曲掛勾(1組2入),380.0,1.0,0,1.0,380.0
2026-07-12,,每日明細,謙謙創藝,4256525610028,好好吃好好喝-好想兔隔熱墊組(1組2入),390.0,1.0,0,1.0,390.0
2026-07-12,,每日明細,謙謙創藝,4256525610034,好想兔辦公日常-分類磁鐵四件組,180.0,7.0,0,7.0,1260.0
2026-07-12,,每日明細,(無廠商-門票/現場服務類),429520260601,十週年特展-現場票券 - 全票,350.0,6.0,0,6.0,2100.0
2026-07-12,,每日明細,(無廠商-門票/現場服務類),429520260602,十週年特展-現場票券 - 雙人票,649.0,23.0,1,22.0,14278.0
2026-07-12,,每日明細,(無廠商-門票/現場服務類),429520260603,十週年特展-現場票券 - 學生票,249.0,7.0,0,7.0,1743.0
2026-07-12,,每日明細,(無廠商-門票/現場服務類),429520260604,十週年特展-現場票券 - 愛心票,0.0,3.0,0,3.0,0.0
2026-07-12,,每日明細,(無廠商-門票/現場服務類),429520260605,十週年特展-現場票券 - 陪同票,175.0,4.0,0,4.0,700.0
2026-07-12,,每日明細,謙謙創藝,4295656901016,【十週年】懷舊帆布袋,299.0,6.0,0,6.0,1794.0
2026-07-12,,每日明細,謙謙創藝,4295656907032,好想兔財運飽開運鹽燈,599.0,1.0,0,1.0,599.0
2026-07-12,,每日明細,謙謙創藝,4295656924053,好想鎖住你-鈴鐺鑰匙圈好想兔款,199.0,4.0,0,4.0,796.0
2026-07-12,,每日明細,謙謙創藝,4295656924138,好想兔結婚婚約套組,999.0,1.0,0,1.0,999.0
2026-07-12,,每日明細,謙謙創藝,4711035715321,好想兔搖頭公仔-招財款,350.0,4.0,0,4.0,1400.0
2026-07-12,,每日明細,野村貿易,4711070000024,好想兔x達爾文聯名-毛寵柑仔店 - 芒果,180.0,1.0,0,1.0,180.0
2026-07-12,,每日明細,野村貿易,4711070000567,好想兔x達爾文聯名-毛寵柑仔店 - 香蕉南瓜圈圈餅,180.0,1.0,0,1.0,180.0
2026-07-12,,每日明細,野村貿易,4711070000604,好想兔x達爾文聯名-毛寵柑仔店 - 磨牙小玉米,180.0,1.0,0,1.0,180.0
2026-07-12,,每日明細,極程,4711508950136,機車公仔第二彈(單抽) - 單盒X1,450.0,22.0,0,22.0,9900.0
2026-07-12,,每日明細,進豐,4711527845291,流沙杯墊-粉紅海,299.0,1.0,0,1.0,299.0
2026-07-12,,每日明細,進豐,4711527845307,流沙杯墊-涼一夏,299.0,1.0,0,1.0,299.0
2026-07-12,,每日明細,進豐,4711527845314,流沙杯墊-太空漫遊,299.0,1.0,0,1.0,299.0
2026-07-12,,每日明細,進豐,4711527845864,方形折鏡-歡樂,199.0,1.0,0,1.0,199.0
2026-07-12,,每日明細,進豐,4711527845918,好想兔方型木杯墊-珍奶,290.0,1.0,0,1.0,290.0
2026-07-12,,每日明細,謙謙創藝,4712025010082,好想兔泡麵碗,449.0,1.0,0,1.0,449.0
2026-07-12,,每日明細,青青文具,4712692014451,壓克力造型鑰匙圈(鹹蛋超兔),100.0,1.0,0,1.0,100.0
2026-07-12,,每日明細,青青文具,4712692014468,壓克力造型鑰匙圈(嗡嗡嗡),100.0,1.0,0,1.0,100.0
2026-07-12,,每日明細,青青文具,4712692014475,壓克力造型鑰匙圈(想兔車手),100.0,1.0,0,1.0,100.0
2026-07-12,,每日明細,青青文具,4712692015861,壓克力造型鑰匙圈(大腸包小腸),100.0,1.0,0,1.0,100.0
2026-07-12,,每日明細,青青文具,4712692018121,皮革卡套鑰匙圈(吹涼涼),90.0,2.0,0,2.0,180.0
2026-07-12,,每日明細,青青文具,4712692018176,門禁卡套鑰匙圈(清涼一下),129.0,1.0,0,1.0,129.0
2026-07-12,,每日明細,青青文具,4712692074141,掛示牌(OPEN),280.0,1.0,0,1.0,280.0
2026-07-12,,每日明細,青青文具,4712692074233,壓克力夾子(衝浪),50.0,1.0,0,1.0,50.0
2026-07-12,,每日明細,青青文具,4712692075025,壓克力夾子(急件),50.0,2.0,0,2.0,100.0
2026-07-12,,每日明細,青青文具,4712692075032,壓克力夾子(夾小人),50.0,2.0,0,2.0,100.0
2026-07-12,,每日明細,青青文具,4712692075049,壓克力夾子(帶薪拉屎),50.0,3.0,0,3.0,150.0
2026-07-12,,每日明細,青青文具,4712692088964,造型磁性(宮廷)書籤(2入),60.0,1.0,0,1.0,60.0
2026-07-12,,每日明細,青青文具,4712692089114,2入壓克力(偷偷來)磁條(短),70.0,3.0,0,3.0,210.0
2026-07-12,,每日明細,青青文具,4712692089121,2入壓克力(新髮型)磁條(短),70.0,1.0,0,1.0,70.0
2026-07-12,,每日明細,青青文具,4712692089220,斬型萬用卡(大日子),30.0,1.0,0,1.0,30.0
2026-07-12,,每日明細,青青文具,4712692154980,長版證件繩(日常表情),90.0,1.0,0,1.0,90.0
2026-07-12,,每日明細,青青文具,4712692155000,長版證件繩(想兔日常),90.0,1.0,0,1.0,90.0
2026-07-12,,每日明細,青青文具,4712692157912,橫式皮革證件套(獨角獸),120.0,1.0,0,1.0,120.0
2026-07-12,,每日明細,青青文具,4712692216398,造形滑鼠墊(獨角獸),150.0,1.0,0,1.0,150.0
2026-07-12,,每日明細,青青文具,4712692240447,水壺(城堡款),499.0,1.0,0,1.0,499.0
2026-07-12,,每日明細,青青文具,4712692240454,水壺(潛水款),499.0,2.0,0,2.0,998.0
2026-07-12,,每日明細,青青文具,4712692241109,行李箱束帶,149.0,2.0,0,2.0,298.0
2026-07-12,,每日明細,青青文具,4712692279980,防水裝飾貼紙(心塞塞),25.0,1.0,0,1.0,25.0
2026-07-12,,每日明細,青青文具,4712692413773,防水裝飾貼紙(吹泡泡),25.0,2.0,0,2.0,50.0
2026-07-12,,每日明細,青青文具,4712692413797,防水裝飾貼紙(小木馬),25.0,2.0,0,2.0,50.0
2026-07-12,,每日明細,青青文具,4712692413810,防水裝飾貼紙(好開心),25.0,2.0,0,2.0,50.0
2026-07-12,,每日明細,青青文具,4712692413834,防水裝飾貼紙(吹吹風),25.0,1.0,0,1.0,25.0
2026-07-12,,每日明細,青青文具,4712692413841,防水裝飾貼紙(佛祖兔),25.0,4.0,0,4.0,100.0
2026-07-12,,每日明細,青青文具,4712692413858,防水裝飾貼紙(超人兔),25.0,1.0,0,1.0,25.0
2026-07-12,,每日明細,青青文具,4712692414596,防水裝飾貼紙(最愛西瓜),25.0,5.0,0,5.0,125.0
2026-07-12,,每日明細,青青文具,4712692414633,防水裝飾貼紙(衝浪),25.0,1.0,0,1.0,25.0
2026-07-12,,每日明細,青青文具,4712692414640,防水裝飾貼紙(獨角獸),25.0,1.0,0,1.0,25.0
2026-07-12,,每日明細,青青文具,4712692414664,防水裝飾貼紙(享受一下),25.0,3.0,0,3.0,75.0
2026-07-12,,每日明細,青青文具,4712692416279,防水裝飾貼紙(鳳梨酥),25.0,1.0,0,1.0,25.0
2026-07-12,,每日明細,青青文具,4712692416293,防水裝飾貼紙(泰國兔),25.0,1.0,0,1.0,25.0
2026-07-12,,每日明細,青青文具,4712692416309,防水裝飾貼紙(無尾熊),25.0,1.0,0,1.0,25.0
2026-07-12,,每日明細,青青文具,4712692416316,防水裝飾貼紙(富士山),25.0,2.0,0,2.0,50.0
2026-07-12,,每日明細,青青文具,4712692416323,防水裝飾貼紙(越南兔),25.0,3.0,0,3.0,75.0
2026-07-12,,每日明細,青青文具,4712692417696,防水裝飾貼紙(迪斯可兔),25.0,1.0,0,1.0,25.0
2026-07-12,,每日明細,青青文具,4712692424342,環保飲料杯套(西瓜冰棒),120.0,2.0,0,2.0,240.0
2026-07-12,,每日明細,青青文具,4712692424410,水壺提袋(金魚),145.0,2.0,0,2.0,290.0
2026-07-12,,每日明細,青青文具,4712692424427,水壺提袋(鯛魚燒),145.0,2.0,0,2.0,290.0
2026-07-12,,每日明細,青青文具,4712692426063,好想兔飲料杯套(無尾熊),120.0,1.0,0,1.0,120.0
2026-07-12,,每日明細,青青文具,4712692426117,好想兔皮革彈片收納袋(韓國兔),99.0,1.0,0,1.0,99.0
2026-07-12,,每日明細,青青文具,4712692426124,好想兔皮革彈片收納袋(旅行時間),99.0,3.0,0,3.0,297.0
2026-07-12,,每日明細,青青文具,4712692426131,好想兔皮革彈片收納袋(福爾摩兔),99.0,1.0,0,1.0,99.0
2026-07-12,,每日明細,青青文具,4712692432378,創意磁鐵(水果茶),65.0,1.0,0,1.0,65.0
2026-07-12,,每日明細,青青文具,4712692432385,創意磁鐵(清涼一下),65.0,3.0,0,3.0,195.0
2026-07-12,,每日明細,青青文具,4712692432408,創意磁鐵(小鴨泳圈),65.0,1.0,0,1.0,65.0
2026-07-12,,每日明細,青青文具,4712692433504,好想兔創意磁鐵(蒙古兔),65.0,1.0,0,1.0,65.0
2026-07-12,,每日明細,青青文具,4712692434594,創意磁鐵(今日事今日畢),65.0,1.0,0,1.0,65.0
2026-07-12,,每日明細,青青文具,4712692434600,創意磁鐵(喝一杯),65.0,1.0,0,1.0,65.0
2026-07-12,,每日明細,青青文具,4712692447945,環保摺疊購物袋(潛水),129.0,1.0,0,1.0,129.0
2026-07-12,,每日明細,青青文具,4712692461385,好想兔趣味轉盤吊飾(水果茶),99.0,1.0,0,1.0,99.0
2026-07-12,,每日明細,青青文具,4712692466465,皮革面紙套(愉快一天),119.0,1.0,0,1.0,119.0
2026-07-12,,每日明細,青青文具,4712692466717,好想兔木漿海綿(原味),49.0,1.0,0,1.0,49.0
2026-07-12,,每日明細,青青文具,4712692466724,好想兔木漿海綿(巧克力),49.0,1.0,0,1.0,49.0
2026-07-12,,每日明細,青青文具,4712692466731,好想兔木漿海綿(草莓),49.0,2.0,0,2.0,98.0
2026-07-12,,每日明細,青青文具,4712692466762,好想兔木漿海綿(抹茶),49.0,1.0,0,1.0,49.0
2026-07-12,,每日明細,青青文具,4712692470486,壓克力吊飾(焦糖),60.0,1.0,0,1.0,60.0
2026-07-12,,每日明細,青青文具,4712692470523,壓克力吊飾(咖啡),60.0,2.0,0,2.0,120.0
2026-07-12,,每日明細,青青文具,4712692471261,夜光停車號碼牌(大聲公),185.0,4.0,0,4.0,740.0
2026-07-12,,每日明細,青青文具,4712692471278,夜光停車號碼牌(拜託啦),185.0,5.0,0,5.0,925.0
2026-07-12,,每日明細,青青文具,4712692471841,金屬吊飾(佛系),120.0,1.0,0,1.0,120.0
2026-07-12,,每日明細,青青文具,4712692471858,金屬吊飾(功德+1),120.0,2.0,0,2.0,240.0
2026-07-12,,每日明細,青青文具,4712692471865,金屬吊飾(帶薪拉屎),120.0,2.0,0,2.0,240.0
2026-07-12,,每日明細,青青文具,4712692471872,金屬吊飾(我很好養),120.0,2.0,0,2.0,240.0
2026-07-12,,每日明細,青青文具,4712692471889,圓形胸章(私人物品),50.0,1.0,0,1.0,50.0
2026-07-12,,每日明細,青青文具,4712692471919,圓形胸章(賺錢要緊),50.0,1.0,0,1.0,50.0
2026-07-12,,每日明細,青青文具,4712692480393,壓克力旋轉易拉扣(吃吃吃!),100.0,1.0,0,1.0,100.0
2026-07-12,,每日明細,青青文具,4712692480409,壓克力旋轉易拉扣(喂喂喂!),100.0,1.0,0,1.0,100.0
2026-07-12,,每日明細,素顏之本,4716820493279,豆油皂,150.0,2.0,0,2.0,300.0
2026-07-12,,每日明細,素顏之本,4716820493293,玫瑰皂,150.0,2.0,0,2.0,300.0
2026-07-12,,每日明細,素顏之本,4716820493354,粉礦皂,150.0,2.0,0,2.0,300.0
2026-07-12,,每日明細,素顏之本,4716820494252,薰衣草皂,150.0,1.0,0,1.0,150.0
2026-07-12,,每日明細,素顏之本,4716820494771,檜木皂,150.0,1.0,0,1.0,150.0
2026-07-12,,每日明細,素顏之本,4716820496492,蝴蝶蘭皂,150.0,1.0,0,1.0,150.0
2026-07-12,,每日明細,素顏之本,4716820496706,金富桂皂,150.0,2.0,0,2.0,300.0
2026-07-12,,每日明細,補完計畫,720333-116,寬版T恤-經典大圖-紅蘿蔔_好想兔 - XL,890.0,1.0,0,1.0,890.0
2026-07-12,,每日明細,謙謙創藝,9427260200017,捏捏紓壓公仔 - 好想兔坐姿款,199.0,2.0,0,2.0,398.0
2026-07-12,,每日明細,謙謙創藝,9427260200024,捏捏紓壓公仔 - 好想兔母湯款,199.0,4.0,0,4.0,796.0
2026-07-12,,每日明細,謙謙創藝,9427260200031,捏捏紓壓公仔 - 小賤狗坐姿款,199.0,1.0,0,1.0,199.0
2026-07-12,,每日明細,謙謙創藝,9427260300038,麻將套組_好想發發發,2980.0,2.0,0,2.0,5960.0
2026-07-12,,每日明細,謙謙創藝,9427260300045,七折扇 - 佛系款,79.0,2.0,0,2.0,158.0
2026-07-12,,每日明細,謙謙創藝,9427260300052,七折扇 - 墜入愛河款,79.0,2.0,0,2.0,158.0
2026-07-12,,每日明細,謙謙創藝,9427260300069,七折扇 - 大臉款,79.0,2.0,0,2.0,158.0
2026-07-12,,每日明細,謙謙創藝,9427260300083,安全帶護套 - 好想兔款,349.0,10.0,0,10.0,3490.0
2026-07-12,,每日明細,謙謙創藝,9427260300090,安全帶護套 - 小賤狗款,349.0,2.0,0,2.0,698.0
2026-07-12,,每日明細,謙謙創藝,9427260300106,擦手巾_好想兔款,399.0,6.0,0,6.0,2394.0
2026-07-12,,每日明細,謙謙創藝,9427260300113,絨毛票卡夾_好想兔款,299.0,1.0,0,1.0,299.0
2026-07-12,,每日明細,謙謙創藝,9427260300120,【十週年】絨毛娃娃吊飾_心情想兔_中盒,2100.0,3.0,0,3.0,6300.0
2026-07-12,,每日明細,謙謙創藝,9427260300137,【十週年】絨毛娃娃吊飾_心情想兔_單盒,350.0,17.0,0,17.0,5950.0
2026-07-12,,每日明細,謙謙創藝,9427260400011,【十週年】金屬徽章_懷舊系列 - 想兔椅子,150.0,5.0,0,5.0,750.0
2026-07-12,,每日明細,謙謙創藝,9427260400028,【十週年】金屬徽章_懷舊系列 - 想兔風扇,150.0,3.0,0,3.0,450.0
2026-07-12,,每日明細,謙謙創藝,9427260400035,【十週年】金屬徽章_懷舊系列 - 想兔藍白拖,150.0,1.0,0,1.0,150.0
2026-07-12,,每日明細,謙謙創藝,9427260400042,【十週年】金屬徽章_懷舊系列 - 想兔電鍋,150.0,1.0,0,1.0,150.0
2026-07-12,,每日明細,謙謙創藝,9427260400066,【十週年】金屬徽章_懷舊系列 - 想兔浴缸,150.0,5.0,0,5.0,750.0
2026-07-12,,每日明細,謙謙創藝,9427260400103,【十週年】盲盒公仔_好想與你憶當年_中盒,1800.0,43.0,0,43.0,77400.0
2026-07-12,,每日明細,謙謙創藝,9427260400110,【十週年】盲盒公仔_好想與你憶當年_小盒,300.0,36.0,0,36.0,10800.0
2026-07-12,,每日明細,謙謙創藝,9427260400134,手機掛繩套組_母湯款,0.0,55.0,0,55.0,0.0
2026-07-12,,每日明細,謙謙創藝,9427260400165,小燈箱_鹽酥雞店,199.0,4.0,0,4.0,796.0
2026-07-12,,每日明細,謙謙創藝,9427260400226,磁吸壓克力吊飾 - 想兔寵物機,239.0,2.0,0,2.0,478.0
2026-07-12,,每日明細,謙謙創藝,9427260400233,磁吸壓克力吊飾 - 芬達想兔,239.0,1.0,0,1.0,239.0
2026-07-12,,每日明細,謙謙創藝,9427260400271,復古小卡包 - 愛睡想兔,99.0,2.0,0,2.0,198.0
2026-07-12,,每日明細,謙謙創藝,9427260400295,擋泥板 - 太近我會心動,399.0,4.0,0,4.0,1596.0
2026-07-12,,每日明細,謙謙創藝,9427260400301,擋泥板 - 你還要跟著我騎多久?,399.0,3.0,0,3.0,1197.0
2026-07-12,,每日明細,謙謙創藝,9427260600107,短版T恤_今天的我沒有極限_地鐵藍 - XL,890.0,1.0,0,1.0,890.0
2026-07-12,,每日明細,謙謙創藝,9427260600237,短版T恤_今天的我沒有極限_淡紫 - 2XL,890.0,1.0,0,1.0,890.0
2026-07-12,,每日明細,謙謙創藝,9427260600244,短版T恤_今天的我沒有極限_淡紫 - 3XL,890.0,1.0,0,1.0,890.0
2026-07-12,,每日明細,謙謙創藝,9427260600596,短版T恤_come on baby_淺粉 - 2XL,890.0,1.0,0,1.0,890.0
2026-07-12,,每日明細,謙謙創藝,9427260600848,短版T恤_賓果_深可可 - 3XL,890.0,1.0,0,1.0,890.0
2026-07-12,,每日明細,謙謙創藝,9427260601142,短版T恤_來笑一個_黑色 - 3XL,890.0,1.0,0,1.0,890.0
2026-07-12,,每日明細,謙謙創藝,9427260601418,短版T恤_今晚我最靓_淺粉 - L,890.0,1.0,0,1.0,890.0
2026-07-12,,每日明細,謙謙創藝,9427260601838,【十週年贈品】壓克力立牌_鋼管女郎&重機,0.0,41.0,0,41.0,0.0
2026-07-12,,每日明細,謙謙創藝,9427260601845,【十週年贈品】壓克力場景組_想兔宮,0.0,29.0,0,29.0,0.0
2026-07-12,,每日明細,客製化,R010003,緹花中長襪 好想兔聯名款 - 好想兔素色款,220.0,1.0,0,1.0,220.0
2026-07-12,,每日明細,客製化,R010004,緹花中長襪 好想兔聯名款 - 好想兔點點款,220.0,1.0,0,1.0,220.0
2026-07-12,,每日明細,謙謙創藝,TXT00036,好想兔拍拍小夜燈,790.0,1.0,0,1.0,790.0
2026-07-12,,每日明細,楊竹科技,YZ0002,好想兔健保 - 一卡通,300.0,1.0,0,1.0,300.0
2026-07-12,,每日明細,楊竹科技,YZ0012,好想兔全黑 - 悠遊卡,390.0,1.0,0,1.0,390.0
2026-07-12,,每日明細,楊竹科技,YZ0020,好想兔木質存錢筒,490.0,1.0,0,1.0,490.0
2026-07-12,,每日明細,楊竹科技,YZ0028,好想兔磁吸燈箱(共6款),180.0,8.0,0,8.0,1440.0
2026-07-12,,每日明細,楊竹科技,YZ0029,好想兔三角燈箱(共6款),220.0,8.0,0,8.0,1760.0
2026-07-12,,每日明細,楊竹科技,YZ0030,好想兔置物櫃套組 - 粉,690.0,1.0,0,1.0,635.0
2026-07-13,,每日明細,補完計畫,1000842-181,寬版T恤-佛系賺錢_好想兔（深灰） - XL,890.0,2.0,0,2.0,1780.0
2026-07-13,,每日明細,補完計畫,1000842-182,寬版T恤-佛系賺錢_好想兔（深灰） - 2XL,890.0,1.0,0,1.0,890.0
2026-07-13,,每日明細,補完計畫,1000843-83,帆布袋-不是在賺錢就是在賺錢的路上_好想兔,550.0,1.0,0,1.0,550.0
2026-07-13,,每日明細,補完計畫,1000886-174,滑鼠墊-我愛上班_好想兔,390.0,1.0,0,1.0,390.0
2026-07-13,,每日明細,補完計畫,1001574-172,圓形陶瓷杯墊-幸運賓果_好想兔,280.0,1.0,0,1.0,280.0
2026-07-13,,每日明細,謙謙創藝,2025136,一番賞抽獎,300.0,4.0,0,4.0,1200.0
2026-07-13,,每日明細,謙謙創藝,4256525610004,為了生活-好想兔水洗牛皮提袋,290.0,2.0,0,2.0,580.0
2026-07-13,,每日明細,謙謙創藝,4256525610007,薪水入袋款-好想兔壓克力手機架,120.0,2.0,0,2.0,240.0
2026-07-13,,每日明細,謙謙創藝,4256525610016,好想兔造型中筒襪-好想吃雞排款,190.0,1.0,0,1.0,190.0
2026-07-13,,每日明細,謙謙創藝,4256525610017,好想兔造型中筒襪-好想喝珍奶款,190.0,1.0,0,1.0,190.0
2026-07-13,,每日明細,謙謙創藝,4256525610018,甜如蜜-好想兔透明文具袋三套組(1組3入),190.0,1.0,0,1.0,190.0
2026-07-13,,每日明細,謙謙創藝,4256525610027,能屈能伸-好想兔磁吸彎曲掛勾(1組2入),380.0,1.0,0,1.0,380.0
2026-07-13,,每日明細,謙謙創藝,4256525610028,好好吃好好喝-好想兔隔熱墊組(1組2入),390.0,1.0,0,1.0,390.0
2026-07-13,,每日明細,謙謙創藝,4256525610034,好想兔辦公日常-分類磁鐵四件組,180.0,1.0,0,1.0,180.0
2026-07-13,,每日明細,(無廠商-門票/現場服務類),429520260601,十週年特展-現場票券 - 全票,350.0,2.0,0,2.0,700.0
2026-07-13,,每日明細,(無廠商-門票/現場服務類),429520260602,十週年特展-現場票券 - 雙人票,649.0,5.0,0,5.0,3245.0
2026-07-13,,每日明細,(無廠商-門票/現場服務類),429520260603,十週年特展-現場票券 - 學生票,249.0,3.0,0,3.0,747.0
2026-07-13,,每日明細,(無廠商-門票/現場服務類),429520260604,十週年特展-現場票券 - 愛心票,0.0,1.0,0,1.0,0.0
2026-07-13,,每日明細,(無廠商-門票/現場服務類),429520260605,十週年特展-現場票券 - 陪同票,175.0,1.0,0,1.0,175.0
2026-07-13,,每日明細,謙謙創藝,4295656901016,【十週年】懷舊帆布袋,299.0,4.0,0,4.0,1196.0
2026-07-13,,每日明細,謙謙創藝,4295656912131,追雞排的路上-好想兔帆布提袋,290.0,1.0,0,1.0,290.0
2026-07-13,,每日明細,謙謙創藝,4295656924053,好想鎖住你-鈴鐺鑰匙圈好想兔款,199.0,2.0,0,2.0,398.0
2026-07-13,,每日明細,進豐,4295656925017,好想兔棒球衣 - XS,1880.0,1.0,0,1.0,1880.0
2026-07-13,,每日明細,極程,4711508950136,機車公仔第二彈(單抽) - 單盒X1,450.0,7.0,0,7.0,3150.0
2026-07-13,,每日明細,進豐,4711527845291,流沙杯墊-粉紅海,299.0,1.0,0,1.0,299.0
2026-07-13,,每日明細,進豐,4711527845307,流沙杯墊-涼一夏,299.0,1.0,0,1.0,299.0
2026-07-13,,每日明細,進豐,4711527845918,好想兔方型木杯墊-珍奶,290.0,1.0,0,1.0,290.0
2026-07-13,,每日明細,青青文具,4712692018121,皮革卡套鑰匙圈(吹涼涼),90.0,1.0,0,1.0,90.0
2026-07-13,,每日明細,青青文具,4712692018138,皮革卡套鑰匙圈(西瓜冰棒),90.0,1.0,0,1.0,90.0
2026-07-13,,每日明細,青青文具,4712692018169,門禁卡套鑰匙圈(享受一下),129.0,1.0,0,1.0,129.0
2026-07-13,,每日明細,青青文具,4712692018176,門禁卡套鑰匙圈(清涼一下),129.0,1.0,0,1.0,129.0
2026-07-13,,每日明細,青青文具,4712692074059,站立型便利貼(衝浪),40.0,1.0,0,1.0,40.0
2026-07-13,,每日明細,青青文具,4712692075025,壓克力夾子(急件),50.0,1.0,0,1.0,50.0
2026-07-13,,每日明細,青青文具,4712692075049,壓克力夾子(帶薪拉屎),50.0,1.0,0,1.0,50.0
2026-07-13,,每日明細,青青文具,4712692088995,造型磁性(學生)書籤(2入),60.0,2.0,0,2.0,120.0
2026-07-13,,每日明細,青青文具,4712692154980,長版證件繩(日常表情),90.0,2.0,0,2.0,180.0
2026-07-13,,每日明細,青青文具,4712692241109,行李箱束帶,149.0,3.0,0,3.0,447.0
2026-07-13,,每日明細,青青文具,4712692279980,防水裝飾貼紙(心塞塞),25.0,1.0,0,1.0,25.0
2026-07-13,,每日明細,青青文具,4712692413087,防水裝飾貼紙(沒問題),25.0,1.0,0,1.0,25.0
2026-07-13,,每日明細,青青文具,4712692413797,防水裝飾貼紙(小木馬),25.0,1.0,0,1.0,25.0
2026-07-13,,每日明細,青青文具,4712692413810,防水裝飾貼紙(好開心),25.0,2.0,0,2.0,50.0
2026-07-13,,每日明細,青青文具,4712692413834,防水裝飾貼紙(吹吹風),25.0,1.0,0,1.0,25.0
2026-07-13,,每日明細,青青文具,4712692413841,防水裝飾貼紙(佛祖兔),25.0,2.0,0,2.0,50.0
2026-07-13,,每日明細,青青文具,4712692414596,防水裝飾貼紙(最愛西瓜),25.0,1.0,0,1.0,25.0
2026-07-13,,每日明細,青青文具,4712692414626,防水裝飾貼紙(小鴨泳圈),25.0,2.0,0,2.0,50.0
2026-07-13,,每日明細,青青文具,4712692416316,防水裝飾貼紙(富士山),25.0,1.0,0,1.0,25.0
2026-07-13,,每日明細,青青文具,4712692424427,水壺提袋(鯛魚燒),145.0,1.0,0,1.0,145.0
2026-07-13,,每日明細,青青文具,4712692426063,好想兔飲料杯套(無尾熊),120.0,1.0,0,1.0,120.0
2026-07-13,,每日明細,青青文具,4712692426124,好想兔皮革彈片收納袋(旅行時間),99.0,1.0,0,1.0,99.0
2026-07-13,,每日明細,青青文具,4712692426131,好想兔皮革彈片收納袋(福爾摩兔),99.0,1.0,0,1.0,99.0
2026-07-13,,每日明細,青青文具,4712692433481,好想兔創意磁鐵(無尾熊),65.0,1.0,0,1.0,65.0
2026-07-13,,每日明細,青青文具,4712692434594,創意磁鐵(今日事今日畢),65.0,2.0,0,2.0,130.0
